,taxon_oid,Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Form,Domain,Phylum,Class,Order,Family,Genus,Species,Genome Size * assembled,Gene Count * assembled,fasta_file_key,NCBI_ID,NCBI_URL,IMG_ID,IMG_url,,,,
51,637000310,Finished,Synechococcus,Synechococcus sp. CC9605,DOE Joint Genome Institute (JGI),637000310,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,2510659,2761,14234,110662,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=110662,637000310,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000310,,,,
52,648028050,Finished,Parvularcula bermudensis HTCC2503,Parvularcula bermudensis HTCC2503,J. Craig Venter Institute (JCVI),648028050,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula bermudensis,2902643,2733,62454,314260,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314260,648028050,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=648028050,,,,
53,647533200,Permanent Draft,Pseudovibrio sp. JE062,Pseudovibrio sp. JE062,"J. Craig Venter Institute (JCVI), University of Maryland School of Medicine",647533200,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudovibrio,Pseudovibrio sp. JE062,5726521,5323,9390,439495,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=439495,647533200,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533200,,,,
54,647533199,Permanent Draft,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9202,J. Craig Venter Institute (JCVI),647533199,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1691453,1930,53744,93058,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=93058,647533199,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533199,,,,
55,647533230,Permanent Draft,Stenotrophomonas sp. SKA14,Stenotrophomonas sp. SKA14,J. Craig Venter Institute (JCVI),647533230,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. SKA14,5020454,4543,12891,391601,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391601,647533230,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533230,,,,
56,2651870155,Draft,"Water column microbial communities from Red Sea, Saudi Arabia",Alteromonas macleodii REDSEA-S15_B11,King Abdullah University of Science and Technology,2651870155,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii,3934793,4044,43580,28108,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=28108,2651870155,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2651870155,,,,
57,2502790011,Draft,Beggiatoa sp. Orange Guaymas,Beggiatoa sp. Orange Guaymas,J. Craig Venter Institute (JCVI),2502790011,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,Beggiatoa sp. 'Orange Guaymas',4772184,5330,44551,391602,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391602,2502790011,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2502790011,,,,
58,2541047156,Permanent Draft,Pseudoalteromonas project - Shandong University,Pseudoalteromonas arctica A 37-1-2,Shandong University,2541047156,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas arctica,4624159,4234,71730,1117313,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1117313,2541047156,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2541047156,,,,
59,638341014,Permanent Draft,Bacillus sp. NRRL B-14911,Bacillus sp. NRRL B-14911,J. Craig Venter Institute (JCVI),638341014,Cellular organism,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NRRL B-14911,5085825,5797,44230,313627,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=313627,638341014,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341014,,,,
60,638341138,Permanent Draft,Oceanicaulis alexandrii HTCC2633,Oceanicaulis alexandrii HTCC2633,J. Craig Venter Institute (JCVI),638341138,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis sp. HTCC2633,3168201,3081,62609,314254,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314254,638341138,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341138,,,,
61,638341184,Permanent Draft,Roseovarius sp. 217,Roseovarius sp. 217,J. Craig Venter Institute (JCVI),638341184,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. 217,4762632,4823,62950,314264,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314264,638341184,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341184,,,,
62,2627854162,Permanent Draft,Trichodesmium thiebautii H9-4 isolate:H9-4 Genome sequencing,Trichodesmium thiebautii H9-4,University of Southern California,2627854162,Cellular organism,Bacteria,Cyanobacteria,unclassified,Oscillatoriales,Microcoleaceae,Trichodesmium,Trichodesmium thiebautii,3286556,3370,16734,1045877,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1045877,2627854162,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2627854162,,,,
63,2524614846,Permanent Draft,Alteromonas ALT199,Alteromonas sp. ALT199,DOE Joint Genome Institute (JGI),2524614846,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp. ALT199,4635666,4040,43774,1298865,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1298865,2524614846,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2524614846,,,,
64,640963035,Permanent Draft,Roseovarius sp. TM1035,Roseovarius sp. TM1035,J. Craig Venter Institute (JCVI),640963035,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius sp. TM1035,4209812,4158,11782,391613,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391613,640963035,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640963035,,,,
65,2503283005,Draft,Crocosphaera watsonii WH 0003,Crocosphaera watsonii WH 0003 ((899 contigs)),"University of California, Santa Cruz",2503283005,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,5461113,5774,64776,423471,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=423471,2503283005,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503283005,,,,
66,640963039,Permanent Draft,Caminibacter mediatlanticus TB-2,Caminibacter mediatlanticus TB-2,J. Craig Venter Institute (JCVI),640963039,Cellular organism,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,1663618,1894,44827,391592,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391592,640963039,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640963039,,,,
67,647533209,Permanent Draft,Ruegeria sp. TrichCH4B,Silicibacter sp. TrichCH4B,J. Craig Venter Institute (JCVI),647533209,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Silicibacter sp. TrichCH4B,4689084,4814,65997,644076,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=644076,647533209,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533209,,,,
68,638341183,Permanent Draft,Roseovarius nubinhibens ISM,Roseovarius nubinhibens ISM,J. Craig Venter Institute (JCVI),638341183,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius nubinhibens,3668667,3605,11630,89187,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=89187,638341183,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341183,,,,
69,2606217686,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0603,Massachusetts Institute of Technology,2606217686,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0603,1752482,1954,67299,1499500,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499500,2606217686,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217686,,,,
70,637000311,Finished,Synechococcus,Synechococcus sp. CC9902,DOE Joint Genome Institute (JGI),637000311,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,2234828,2410,14486,316279,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=316279,637000311,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000311,,,,
71,646311950,Finished,Robiginitalea biformata HTCC2501,Robiginitalea biformata HTCC2501,J. Craig Venter Institute (JCVI),646311950,Cellular organism,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,3530383,3255,68533,313596,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=313596,646311950,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=646311950,,,,
72,638341199,Permanent Draft,Sphingomonas sp. SKA58,Sphingomonas sp. SKA58,J. Craig Venter Institute (JCVI),638341199,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. SKA58,3948000,3985,12729,314266,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314266,638341199,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341199,,,,
73,2517487002,Draft,Loktanella sp. SE62,Loktanella sp. SE62,J. Craig Venter Institute (JCVI),2517487002,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella sp. SE62,4581948,4641,59527,744983,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=744983,2517487002,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2517487002,,,,
74,637000309,Finished,Prochlorococcus sp. CC9311,Synechococcus sp. CC9311,J. Craig Venter Institute (JCVI),637000309,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. CC9311,2606748,2951,14108,64471,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=64471,637000309,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000309,,,,
75,2510065042,Finished,Roseobacter litoralis Och 149,Roseobacter litoralis Och 149,J. Craig Venter Institute (JCVI),2510065042,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,4745450,4668,9967,391595,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391595,2510065042,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2510065042,,,,
76,641228501,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9211,J. Craig Venter Institute (JCVI),641228501,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1688963,1901,53971,93059,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=93059,641228501,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=641228501,,,,
77,637000213,Finished,Prochlorococcus marinus marinus CCMP1375,Prochlorococcus marinus marinus CCMP1375,CEA Genoscope,637000213,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1751080,1933,68709,167539,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167539,637000213,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000213,,,,
78,2606217319,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0601,Massachusetts Institute of Technology,2606217319,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0601,1707342,1905,69966,1499498,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499498,2606217319,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217319,,,,
79,649633085,Finished,Pseudoalteromonas project - Shandong University,Pseudoalteromonas sp. SM9913,Nankai University,649633085,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. SM9913,4037671,3799,70138,234831,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=234831,649633085,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=649633085,,,,
80,2636415574,Permanent Draft,Crocosphaera watsonii WH 0005,Crocosphaera watsonii WH 0005,"University of California, Santa Cruz",2636415574,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,5961117,6625,46489,423472,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=423472,2636415574,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2636415574,,,,
81,2639763078,Permanent Draft,Crocosphaera watsonii WH 8502,Crocosphaera watsonii WH 8502,"University of California, Santa Cruz",2639763078,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,4683052,5315,50564,423474,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=423474,2639763078,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2639763078,,,,
82,638341246,Permanent Draft,Agreia sp. PHSC20C1,marine actinobacterium PHSC20C1,J. Craig Venter Institute (JCVI),638341246,Cellular organism,Bacteria,Actinobacteria,Actinobacteria,unclassified,unclassified,unclassified,marine actinobacterium PHSC20C1,2769012,2718,59866,312284,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=312284,638341246,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341246,,,,
83,2627853717,Permanent Draft,Crocosphaera watsonii WH 0402,Crocosphaera watsonii WH 0402,"University of California, Santa Cruz",2627853717,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,1997175,2349,46800,263511,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=263511,2627853717,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2627853717,,,,
84,2503283009,Draft,Crocosphaera watsonii WH 8501 (120ctgs),Crocosphaera watsonii WH 8501,"University of California, Santa Cruz",2503283009,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,6287279,6715,46957,165597,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=165597,2503283009,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2503283009,,,,
85,640069325,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. NATL1A,J. Craig Venter Institute (JCVI),640069325,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1864731,2251,57183,167555,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167555,640069325,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640069325,,,,
86,2507262052,Permanent Draft,Synechococcus genomes and the evolution of genome size,Synechococcus sp. WH 8016,DOE Joint Genome Institute (JGI),2507262052,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8016,2706690,3046,14998,166318,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=166318,2507262052,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2507262052,,,,
87,638341081,Permanent Draft,Erythrobacter sp. NAP1,Erythrobacter sp. NAP1,J. Craig Venter Institute (JCVI),638341081,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. NAP1,3265346,3226,56650,237727,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=237727,638341081,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341081,,,,
88,637000210,Finished,Prochlorococcus marinus MIT9312,Prochlorococcus marinus MIT9312,DOE Joint Genome Institute (JGI),637000210,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1709204,1860,55320,74546,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=74546,637000210,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000210,,,,
89,2606217317,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0602,Massachusetts Institute of Technology,2606217317,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0602,1750918,1956,70315,1499499,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499499,2606217317,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217317,,,,
90,641380432,Permanent Draft,Phaeobacter type strains,Phaeobacter gallaeciensis BS107,LGC Genomics,641380432,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,4232367,4136,70464,1423144,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1423144,641380432,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=641380432,,,,
91,637000314,Finished,Synechococcus sp. WH8102,Synechococcus sp. WH8102,DOE Joint Genome Institute (JGI),637000314,Cellular organism,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Synechococcus,sp.,2434428,2588,16180,84588,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=84588,637000314,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000314,,,,
92,640963040,Permanent Draft,Lentisphaera araneosa HTCC2155,Lentisphaera araneosa HTCC2155,J. Craig Venter Institute (JCVI),640963040,Cellular organism,Bacteria,Lentisphaerae,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa,6023180,5173,58637,313628,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=313628,640963040,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640963040,,,,
93,640069322,Finished,Prochlorococcus marinus sequencing - JCVI,Prochlorococcus sp. MIT9301,J. Craig Venter Institute (JCVI),640069322,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus marinus,1641879,1967,54446,167546,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=167546,640069322,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=640069322,,,,
94,2501651210,Permanent Draft,Photobacterium profundum 3TCK,Photobacterium profundum 3TCK,J. Craig Venter Institute (JCVI),2501651210,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,6107610,5810,70634,314280,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314280,2501651210,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2501651210,,,,
95,2606217684,Permanent Draft,Genomes of diverse isolates of the marine cyanobacterium Prochlorococcus,Prochlorococcus sp. MIT0701,Massachusetts Institute of Technology,2606217684,Cellular organism,Bacteria,Cyanobacteria,unclassified,Synechococcales,Prochloraceae,Prochlorococcus,Prochlorococcus sp. MIT 0701,2592571,2704,70853,1499502,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=1499502,2606217684,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2606217684,,,,
96,637000217,Finished,Pseudoalteromonas haloplanktis TAC125,Pseudoalteromonas haloplanktis TAC125,"CEA Genoscope, Institut Pasteur",637000217,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,3850272,3634,71010,326442,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=326442,637000217,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=637000217,,,,
97,638341124,Permanent Draft,Marinomonas sp. MED121,Marinomonas sp. MED121,J. Craig Venter Institute (JCVI),638341124,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. MED121,5121076,4918,71333,314277,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314277,638341124,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341124,,,,
98,641380434,Permanent Draft,Kordia algicida OT-1,Kordia algicida OT-1,J. Craig Venter Institute (JCVI),641380434,Cellular organism,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,5019836,4584,58415,391587,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=391587,641380434,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=641380434,,,,
99,2551306111,Permanent Draft,Pseudoalteromonas sp. NJ631,Pseudoalteromonas sp. NJ631,Ningbo University,2551306111,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas sp. NJ631,5349905,4713,71499,493915,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=493915,2551306111,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2551306111,,,,
100,2501651208,Permanent Draft,Moritella sp. PE36,Moritella sp. PE36,J. Craig Venter Institute (JCVI),2501651208,Cellular organism,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36,5286066,4854,72371,58051,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=58051,2501651208,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=2501651208,,,,
101,647533201,Permanent Draft,Rhodobacteraceae sp. KLH11,Rhodobacteraceae bacterium KLH11,J. Craig Venter Institute (JCVI),647533201,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unclassified,Rhodobacteraceae bacterium KLH11,4487498,4338,72525,467661,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=467661,647533201,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=647533201,,,,
102,638341212,Permanent Draft,Sulfitobacter sp. NAS-14.1,Sulfitobacter sp. NAS-14.1,J. Craig Venter Institute (JCVI),638341212,Cellular organism,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. NAS-14.1,4002069,4026,13236,314267,http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=314267,638341212,https://img.jgi.doe.gov/cgi-bin/m/main.cgi?section=TaxonDetail&page=taxonDetail&taxon_oid=638341212,,,,
